T2s_Id,Conpany_Name,Company_Description,Profile_URL,Address,Location
5690,"Energo wind system, a.s.",,http://www.tech2select.com/comp-5690/,"Na Rybnicku 1329/5, 12000, Praha 2 - Nove Mesto, Czech Republic","<Point><coordinates>14.4263257,50.0764803</coordinates></Point>"
1527,Edelstahlgie&szlig;erei Zentara GmbH,,http://www.tech2select.com/edelstahlgiesserei-zentara-gmbh/,"Hennigstr. 7, 06917, Jessen, Germany","<Point><coordinates>12.95123,51.79585</coordinates></Point>"
1634,ThyssenKrupp Gerlach GmbH,,http://www.tech2select.com/thyssenkrupp-gerlach-gmbh/," , 66403, Homburg, Germany","<Point><coordinates>9.6244946,51.882107</coordinates></Point>"
3092,Eichenberger Gewinde AG,,http://www.tech2select.com/eichenberger-gewinde-ag/,"Grenzstrasse 30, 5736, Burg, Switzerland","<Point><coordinates>8.1842933,47.2354766</coordinates></Point>"
5618,"D.S.k., s.r.o.",,http://www.tech2select.com/comp-5618/,"cp. 75, 41762, Rtyne nad Bilinou, Czech Republic","<Point><coordinates>13.9109074,50.6017992</coordinates></Point>"
6760,"Transpa CZ, s.r.o.",,http://www.tech2select.com/comp-6760/,"Verdunska 819/37, 16000, Praha 6 - Bubenec, Czech Republic","<Point><coordinates>14.3970218,50.1015331</coordinates></Point>"
2345,maxon motor GmbH,,http://www.tech2select.com/maxon-motor-gmbh/,"Truderinger Stra&szlig;e 210, 81825, M&uuml;nchen, Germany","<Point><coordinates>11.6575711,48.1269571</coordinates></Point>"
2635,B&auml;rtle CNC Metallbearbeitung GmbH & Co. KG,,http://www.tech2select.com/baertle-cnc-metallbearbeitung-gmbh-und-co-kg/,"Gewerbestr. 6, 72459, Albstadt, Germany","<Point><coordinates>8.96829,48.2354282</coordinates></Point>"
6868,Zampra vyrobni druzstvo,,http://www.tech2select.com/comp-6868/,"Trebohosticka 1223/3, 10000, Praha 10 - Strasnice, Czech Republic","<Point><coordinates>14.5085746,50.0760429</coordinates></Point>"
5693,"Eneza, s.r.o.",,http://www.tech2select.com/comp-5693/,"Prumyslova 1021, 73961, Trinec - Stare Mesto, Czech Republic","<Point><coordinates>18.6454506,49.6841578</coordinates></Point>"
9858," Uni Tooling (HK) Co., Limited",,http://www.tech2select.com/-uni-tooling-hk-co-limited/,"Room13E, No2Building, Time City , ChuangYe Road ,NanShan District , , ShenZhen , GuangDong , China","<Point><coordinates>113.930444,22.532987</coordinates></Point>"
1981,STEYR MOTORS GmbH,,http://www.tech2select.com/steyr-motors-gmbh/,"Im Stadtgut B1 , 4407, Steyr-Gleink, Austria","<Point><coordinates>14.4293875,48.0740956</coordinates></Point>"
6491,"Prvni brnenska strojirna Brno DIZ, a.s.",,http://www.tech2select.com/comp-6491/,"Hlinky 110, 60300, Brno, Czech Republic","<Point><coordinates>16.5807275,49.1905058</coordinates></Point>"
10561,"Rong Zheng Mold (HK) Co., Ltd.  ",,http://www.tech2select.com/rong-zheng-mold-hk-co-ltd--/,"No. 53 Xifang Villa Area, Hongxin, Songgang Town, Bao’an District,  -, 518105, Shenzhen City, China","<Point><coordinates>113.8488099,22.7650243</coordinates></Point>"
1578,Johnson Controls Austria GmbH & Co OHG,,http://www.tech2select.com/johnson-controls-austria-gmbh-und-co-ohg/,"Schmiedl Stra&szlig;e 16, 8042, Graz, Austria","<Point><coordinates>15.482508,47.0452041</coordinates></Point>"
7089,MCE Nyíregyháza Acélszerkezetgyártó Kft.,,http://www.tech2select.com/comp-7089/,"T&uuml;nde u. 10/a, 4400, Nyíregyháza, Hungary","<Point><coordinates>21.727921,47.9334735</coordinates></Point>"
8382,HNS-Schleiferei,,http://www.tech2select.com/hns-schleiferei/,"Pf&auml;lzer Str. 17, 75177, Pforzheim, Germany","<Point><coordinates>8.70441,48.89636</coordinates></Point>"
7751,V/A Lasertec GmbH & Co. KG ,,http://www.tech2select.com/v/a-lasertec-gmbh-und-co-kg-/,"Neue Wiese 6, 57399, Kirchhundem-W&uuml;rdinghausen, Germany","<Point><coordinates>8.11497,51.08316</coordinates></Point>"
2717,BKG Berolina Kunststoff-GmbH & Co.,,http://www.tech2select.com/bkg-berolina-kunststoff-gmbh-und-co/,"Altonaer Str. 79-81, 13518, Berlin, Germany","<Point><coordinates>13.1850565,52.5325753</coordinates></Point>"
2953,Druck- u. Spritzgusswerk Hettich GmbH & Co,,http://www.tech2select.com/druck--u-spritzgusswerk-hettich-gmbh-und-co/,"Siegener Str. 37, 35066, Frankenberg, Germany","<Point><coordinates>8.77983,51.05157</coordinates></Point>"
7296,TREFILARBED Hungary Gyártó Kft.,,http://www.tech2select.com/comp-7296/,"F&uuml;zesi út 15/b, 9970, Szentgotthárd, Hungary","<Point><coordinates>16.275697,46.958649</coordinates></Point>"
10614,ZAKŁAD DOSKONALENIA ZAWODOWEGO W SŁUPSKU,,http://www.tech2select.com/comp-10614/,"Szczecińska  57, 76-200 , Słupsk, Poland","<Point><coordinates>16.9854324,54.454697</coordinates></Point>"
6450,"Ppch plus, s.r.o.",,http://www.tech2select.com/comp-6450/,"cp. 119, 66484, Zakrany, Czech Republic","<Point><coordinates>16.3197918,49.1690264</coordinates></Point>"
10768,Starda Mould(H.K)CO.LTD,,http://www.tech2select.com/?set_ActivMenu=161&ShowFirmId=10768,"LONGGANG , , , ","<Point><coordinates>114.247581,22.720243</coordinates></Point>"
1744,Montanuniversit&auml;t Leoben,,http://www.tech2select.com/montanuniversitaet-leoben/,"Kaiser Franz Josef Stra&szlig;e 18, 8700, Leoben, Austria","<Point><coordinates>15.09113,47.37639</coordinates></Point>"
6218,"MBT Metal, s.r.o.",,http://www.tech2select.com/comp-6218/,"Hamernicka 230, 73911, Frydlant, Czech Republic","<Point><coordinates>18.3620596,49.5909588</coordinates></Point>"
6116,"Kower plus, s.r.o.",,http://www.tech2select.com/comp-6116/,"Dvorska 79, 73562, Cesky Tesin - Stanislavice, Czech Republic","<Point><coordinates>18.5452695,49.7583405</coordinates></Point>"
3213,Erwes Pneumatic GmbH,,http://www.tech2select.com/erwes-pneumatic-gmbh/,"Gernotstr. 17, 44319, Dortmund, Germany","<Point><coordinates>7.6237061,51.5308996</coordinates></Point>"
5992,"KG-Forge, s.r.o.",,http://www.tech2select.com/comp-5992/,"cp. 203, 75622, Hostalkova, Czech Republic","<Point><coordinates>17.8607967,49.3527865</coordinates></Point>"
5827,"Halex - Schauenberg ocelove konstrukce, s.r.o.",,http://www.tech2select.com/comp-5827/,"Husova 435, 26101, Pribram VI - Brezove Hory, Czech Republic","<Point><coordinates>13.9935092,49.6893978</coordinates></Point>"
6355,"NK Brno Int., s.r.o.",,http://www.tech2select.com/comp-6355/,"Langrova 1061/43, 62700, Brno - Slatina, Czech Republic","<Point><coordinates>16.6779447,49.1786031</coordinates></Point>"
7154,&Ouml; & R Acélszerkezeti Szerelõ és Szolgáltató Kft. Fa.,,http://www.tech2select.com/comp-7154/,"Mikszáth Kálmán út 32/a, 2400, Dunaújváros, Hungary","<Point><coordinates>18.938102,47.032168</coordinates></Point>"
1420,Guss Komponenten GmbH,,http://www.tech2select.com/guss-komponenten-gmbh/,"Innsbrucker Stra&szlig;e 51, 6060, Hall in Tirol, Austria","<Point><coordinates>11.492083,47.2775157</coordinates></Point>"
1693,MAHLE K&Ouml;NIG GmbH,,http://www.tech2select.com/mahle-koenig-gmbh/,"Carl K&ouml;nig Platz 1, 6830, Rankweil, Austria","<Point><coordinates>9.6369338,47.2721938</coordinates></Point>"
1174,B&ouml;hlerit GmbH & Co. KG,,http://www.tech2select.com/boehlerit-gmbh-und-co-kg/,"Deuchendorf - Werk VI , 8605, Kapfenberg, Austria","<Point><coordinates>15.3086091,47.4492081</coordinates></Point>"
6238,"Mesit povrchove ochrany, s.r.o.",,http://www.tech2select.com/comp-6238/,"Sokolovska 573, 68601, Uherske Hradiste - Maratice, Czech Republic","<Point><coordinates>17.4801889,49.0744997</coordinates></Point>"
2405,Systro GmbH,,http://www.tech2select.com/systro-gmbh/,"Sachsenweg 8, 36132, Eiterfeld, Germany","<Point><coordinates>9.81466,50.76041</coordinates></Point>"
8153,SuP - Stamm & Preu&szlig; - Metallwaren GmbH,,http://www.tech2select.com/sup---stamm-und-preuss---metallwaren-gmbh/,"Uellendahler Str. 353, 42109, Wuppertal, Germany","<Point><coordinates>7.1583604,51.2775446</coordinates></Point>"
8113,"Kammerer KG, Schleiferei - Mechanische Bearbeitung",,http://www.tech2select.com/kammerer-kg-schleiferei---mechanische-bearbeitung/,"Zweigstra&szlig;e 11, 90439, N&uuml;rnberg, Germany","<Point><coordinates>11.04995,49.44282</coordinates></Point>"
6951,Ferro-Men Ipari Szolgáltató Bt.,,http://www.tech2select.com/comp-6951/,"Panoráma u. 14., 2451, Ercsi, Hungary","<Point><coordinates>18.8982965,47.2452766</coordinates></Point>"
1814,Pollmann Austria OHG,,http://www.tech2select.com/pollmann-austria-ohg/,"Raabser Stra&szlig;e 1, 3222, Karlstein, Austria","<Point><coordinates>15.4054752,48.8827461</coordinates></Point>"
1934,Schwingenschl&ouml;gel Gesellschaft m.b.H.,,http://www.tech2select.com/schwingenschloegel-gesellschaft-mbh/,"Gewerbestra&szlig;e 12, 5301, Eugendorf, Austria","<Point><coordinates>13.1313709,47.8570868</coordinates></Point>"
5373,"Adap - KM, s.r.o.",,http://www.tech2select.com/comp-5373/,"Cs. armady 4004/13, 76701, Kromeriz, Czech Republic","<Point><coordinates>17.38818,49.2897082</coordinates></Point>"
2686,ATLANTA Antriebssysteme E. Seidenspinner GmbH & Co KG,,http://www.tech2select.com/atlanta-antriebssysteme-e-seidenspinner-gmbh-und-co-kg/,"Carl-Benz-Str. 16, 74321, Bietigheim-Bissingen, Germany","<Point><coordinates>9.1309506,48.9454546</coordinates></Point>"
7522,Loreta s.r.o.,,http://www.tech2select.com/comp-7522/?setWindowname=1&ShowSupplierInfo=1,"Krelina 24, 50721, Velis, Czech Republic","<Point><coordinates>15.3176072,50.4074963</coordinates></Point>"
2900,Corus Degels GmbH Stahlservice,,http://www.tech2select.com/corus-degels-gmbh-stahlservice/,"K&ouml;nigsberger Str. 25, 41460, Neuss, Germany","<Point><coordinates>6.7071568,51.2117556</coordinates></Point>"
3514,ARRK Product Development Group LTD.,,http://www.tech2select.com/comp-3514/,"C/Murcia 58A, 08830, Sant Boi LI. Barcelona, Spain","<Point><coordinates>2.0356798,41.3239741</coordinates></Point>"
5860,"Hobes, s.r.o.",,http://www.tech2select.com/comp-5860/,"K luhum 151, 79312, Horni Benesov, Czech Republic","<Point><coordinates>17.5964612,49.9685697</coordinates></Point>"
2570,Armaturenfabrik Horn GmbH & Co. KG,,http://www.tech2select.com/armaturenfabrik-horn-gmbh-und-co-kg/,"Munketoft 42, 24908, Flensburg, Germany","<Point><coordinates>9.4424137,54.7773099</coordinates></Point>"
5576,"Budest, s.r.o.",,http://www.tech2select.com/comp-5576/,"Srazna 444, 67602, Moravske Budejovice, Czech Republic","<Point><coordinates>15.8120602,49.0532435</coordinates></Point>"
2738,BLW Pr&auml;zisionsschmiede GmbH,,http://www.tech2select.com/blw-praezisionsschmiede-gmbh/,"Frankfurter Ring 227, 80794, M&uuml;nchen, Germany","<Point><coordinates>11.6032905,48.1869963</coordinates></Point>"
7022,KÉKACÉL `93. Kereskedelmi Szolgáltató és Ipari Kft.,,http://www.tech2select.com/comp-7022/,"Hernád u. 54., 1078, Budapest, Hungary","<Point><coordinates>19.0799265,47.5074678</coordinates></Point>"
10615,ZAKŁAD ODLEWNICZY PIOBAR S.C.,,http://www.tech2select.com/comp-10615/,"Rzemieślnicza  5, 37-400 , Nisko, Poland","<Point><coordinates>22.145422,50.498207</coordinates></Point>"
8322,KDYNIUM a.s.,,http://www.tech2select.com/comp-8322/,"Nadrazni 104, 345 06, Kdyne, Czech Republic","<Point><coordinates>13.0368138,49.388155</coordinates></Point>"
8904,CECON Fertigungstechnik GmbH,,http://www.tech2select.com/cecon-fertigungstechnik-gmbh/,"Gewerbepark 4, 8564, Krottendorf, Austria","<Point><coordinates>15.2120882,47.0149339</coordinates></Point>"
9874,Shenzhen Hoshen Precise Mold & Plastic Factory,,http://www.tech2select.com/comp-9874/,"BLDG A, JINHONG INDUSTRIAL PARK, XIXIANG,SHENZHEN , , Shenzhen, ","<Point><coordinates>114.057868,22.543099</coordinates></Point>"
1148,B&auml;ren Batterie GmbH,,http://www.tech2select.com/baeren-batterie-gmbh/,"Dr.Leopold-Jungfer-Stra&szlig;e 10, 9181, Feistritz im Rosental, Austria","<Point><coordinates>14.172208,46.5187491</coordinates></Point>"
2485,Albert Handtmann Metallgu&szlig;werk GmbH & Co. KG,,http://www.tech2select.com/albert-handtmann-metallgusswerk-gmbh-und-co-kg/,"Birkenallee 25-29, 88396, Biberach, Germany","<Point><coordinates>9.6656514,48.1517637</coordinates></Point>"
6497,"PTR Strojni zavod Trebon, s.r.o.",,http://www.tech2select.com/comp-6497/,"Jiraskova 619, 37901, Trebon II, Czech Republic","<Point><coordinates>14.7611874,49.0105784</coordinates></Point>"
3049,EBM Elektrobau Mulfingen GmbH & Co,,http://www.tech2select.com/ebm-elektrobau-mulfingen-gmbh-und-co/,"Bachm&uuml;hle 2, 74671, Mulfingen, Germany","<Point><coordinates>9.79312,49.35113</coordinates></Point>"
8036,G&uuml;nter Weber GmbH - Zahnradherstellung,,http://www.tech2select.com/guenter-weber-gmbh---zahnradherstellung/,"Am Bruchgraben 14, 74912, Kirchardt-Berwangen, Germany","<Point><coordinates>8.98798,49.18737</coordinates></Point>"
6791,"Urdiamant, s.r.o.",,http://www.tech2select.com/comp-6791/,"Dolnostudenska 715/3, 78701, Sumperk, Czech Republic","<Point><coordinates>16.9785555,49.9590188</coordinates></Point>"
7480,Makstil A.D.,,http://www.tech2select.com/comp-7480/,"XVI Makedonska brigada 18, 1000, Skopje, Macedonia","<Point><coordinates>21.4606923,42.0048776</coordinates></Point>"
1045,Ahlmann GmbH,,http://www.tech2select.com/ahlmann-gmbh/,"Hollerstr.. 34-58, 2370, B&uuml;delsdorf, Germany","<Point><coordinates>9.6636078,54.3130724</coordinates></Point>"
1941,Semperit Reifen Gesellschaft m.b.H.,,http://www.tech2select.com/semperit-reifen-gesellschaft-mbh/,"Wienerdorfstra&szlig;e 20-24, 2514, Traiskirchen, Austria","<Point><coordinates>16.3041881,48.0213914</coordinates></Point>"
8895,EGE Metalurji San.Tic.Ltd.Sti. ,,http://www.tech2select.com/comp-8895/?setWindowname=1&ShowSupplierInfo=1,"Yulafli Koyu, Tavsantepe Mevkii , 59860, Corlu, Turkey","<Point><coordinates>27.805599,41.167461</coordinates></Point>"
6101,"Kovoterm - gasex, s.r.o.",,http://www.tech2select.com/comp-6101/,"Ksirova 385/120, 61900, Brno-jih - Horni Herspice, Czech Republic","<Point><coordinates>16.6158245,49.1707224</coordinates></Point>"
5960,"Jukov, s.r.o.",,http://www.tech2select.com/comp-5960/,"Konevova 29/21, 13000, Praha 3 - Zizkov, Czech Republic","<Point><coordinates>14.4561283,50.0878156</coordinates></Point>"
5970,"Kamoko, s.r.o.",,http://www.tech2select.com/comp-5970/,"Brnenska 442, 66442, Modrice, Czech Republic","<Point><coordinates>16.6049625,49.1351257</coordinates></Point>"
6042,"K÷vak, s.r.o.",,http://www.tech2select.com/comp-6042/,"Jungmannova 1130, 58813, Polna, Czech Republic","<Point><coordinates>15.7210025,49.4843989</coordinates></Point>"
10405,ELTEX,,http://www.tech2select.com/comp-10405/,"P.O. Box 161 , 37000, Krusevac, Serbia","<Point><coordinates>21.3248178,43.5832024</coordinates></Point>"
1790,P. & M. Zimmermann GmbH,,http://www.tech2select.com/p-und-m-zimmermann-gmbh/,"Huttengasse 57-65, 1160, Wien, Austria","<Point><coordinates>16.3098194,48.2094008</coordinates></Point>"
1808,Pilz Gesellschaft m.b.H.,,http://www.tech2select.com/pilz-gesellschaft-mbh/,"Modecenterstra&szlig;e 14, 1030, Wien, Austria","<Point><coordinates>16.4151358,48.18587</coordinates></Point>"
6875,"Zbirovia, a.s.",,http://www.tech2select.com/comp-6875/,"Sladkova 219, 33808, Zbiroh, Czech Republic","<Point><coordinates>13.7684166,49.8502608</coordinates></Point>"
1198,Carcoustics Austria Ges.m.b.H.,,http://www.tech2select.com/carcoustics-austria-gesmbh/,"Treietstra&szlig;e 10, 6833, Klaus-Weiler, Austria","<Point><coordinates>9.6309687,47.3069192</coordinates></Point>"
6287,"Mimosa plus, s.r.o.",,http://www.tech2select.com/comp-6287/,"Divnicka 197, 76321, Slavicin - Hradek na Vlarske draze, Czech Republic","<Point><coordinates>17.9006206,49.0785126</coordinates></Point>"
10439,AUTMEX WOJCIECH ŁAŃCUCKI,,http://www.tech2select.com/comp-10439/,"Krakowiaków  103 lok.340, 02-255 , Warszawa, Poland","<Point><coordinates>20.9339265,52.1917647</coordinates></Point>"
2093,unit-IT Dienstleistungs GmbH & Co KG,,http://www.tech2select.com/unit-it-dienstleistungs-gmbh-und-co-kg/,"Sch&auml;rdinger Stra&szlig;e 1, 4061, Pasching, Austria","<Point><coordinates>14.2305567,48.2422561</coordinates></Point>"
7228,SINOX Nemesacél Kereskedelmi Kft.,,http://www.tech2select.com/comp-7228/,"Méta u. 31., 1194, Budapest, Hungary","<Point><coordinates>19.1660094,47.428855</coordinates></Point>"
2599,August Kadagies GmbH & Co. KG,,http://www.tech2select.com/august-kadagies-gmbh-und-co-kg/," , 57445, Olpe, Germany","<Point><coordinates>7.8462,51.0286</coordinates></Point>"
7975,ZOCCA Srl,,http://www.tech2select.com/comp-7975/,"Via Provinciale 113, 40056, Crespellano, Italy","<Point><coordinates>11.1370695,44.5109233</coordinates></Point>"
3239,ESKATE Rohrverbindungstechnik GmbH,,http://www.tech2select.com/eskate-rohrverbindungstechnik-gmbh/,"K&ouml;hlterholz 7, 32479, Hille-Unterl&uuml;bbe, Germany","<Point><coordinates>8.77438,52.29222</coordinates></Point>"
1291,EKB Elektro- u. Kunststofftechnik GmbH,,http://www.tech2select.com/ekb-elektro--u-kunststofftechnik-gmbh/,"Industriezeile 1-3, 5280, Braunau am Inn, Austria","<Point><coordinates>13.068004,48.250565</coordinates></Point>"
1725,Klumpp GmbH & Co. KG,,http://www.tech2select.com/klumpp-gmbh-und-co-kg/,"Rinklinger Stra&szlig;e 10, 75015, Bretten, Germany","<Point><coordinates>8.68715,49.03559</coordinates></Point>"
1918,Salzburger Leichtmetallgie&szlig;erei Gesellschaft m.b.H.,,http://www.tech2select.com/salzburger-leichtmetallgiesserei-gesellschaft-mbh/,"Wahastra&szlig;e 25, 5111, B&uuml;rmoos, Austria","<Point><coordinates>12.9308934,47.9878234</coordinates></Point>"
5580,"Bystricko-Povrchove upravy, a.s.",,http://www.tech2select.com/comp-5580/,"cp. 187, 59252, Rozna, Czech Republic","<Point><coordinates>16.2310676,49.4877488</coordinates></Point>"
5815,"Groza, s.r.o.",,http://www.tech2select.com/comp-5815/,"Cerna cesta 145, 77900, Olomouc, Czech Republic","<Point><coordinates>17.2702751,49.6027826</coordinates></Point>"
7533,Hafelder Pr&auml;zisionsteile GmbH & Co. KG,,http://www.tech2select.com/hafelder-praezisionsteile-gmbh-und-co-kg/,"Unterd&ouml;rfl 15, 3172, Ramsau, Austria","<Point><coordinates>15.7981192,48.0052364</coordinates></Point>"
1166,BM-Battery Machines GmbH,,http://www.tech2select.com/bm-battery-machines-gmbh/,"Ebersdorf 226, 8273, Ebersdorf, Austria","<Point><coordinates>15.9613885,47.2000068</coordinates></Point>"
6112,"Kovozal, s.r.o.",,http://www.tech2select.com/comp-6112/,"Zalsi c.p. 74, 56501, Chocen, Czech Republic","<Point><coordinates>16.2249976,49.9860263</coordinates></Point>"
7080,MÁRKÓ-TECH Ipari és Kereskedelmi Kft.,,http://www.tech2select.com/comp-7080/,"Iparter&uuml;let hrsz. 026/71., 8441, Márkó, Hungary","<Point><coordinates>17.8177982,47.1204972</coordinates></Point>"
2463,ADOLF NAGEL EISENWARENFABRIK,,http://www.tech2select.com/adolf-nagel-eisenwarenfabrik/,"Am Mueggenbruch , 58849, Herscheid, Germany","<Point><coordinates>7.7564371,51.1710547</coordinates></Point>"
6223,"MEA Meisinger, s.r.o.",,http://www.tech2select.com/comp-6223/,"Domazlicka 180, 31804, Plzen, Czech Republic","<Point><coordinates>12.9148987,49.4272644</coordinates></Point>"
1289,EJOT AUSTRIA GmbH,,http://www.tech2select.com/ejot-austria-gmbh/,"Grazer Vorstadt 146, 8570, Voitsberg, Austria","<Point><coordinates>15.1723572,47.036399</coordinates></Point>"
2998,Dillinger H&uuml;ttenwerke AG,,http://www.tech2select.com/dillinger-huettenwerke-ag/,"Werkstr. 1-6, 66763, Dillingen, Germany","<Point><coordinates>6.73152,49.35499</coordinates></Point>"
6088,"Kovop, s.r.o.",,http://www.tech2select.com/comp-6088/,"cp. 110, 68712, Knezpole, Czech Republic","<Point><coordinates>17.5129419,49.0981845</coordinates></Point>"
2668,Bellino GmbH & Co.,,http://www.tech2select.com/bellino-gmbh-und-co/,"Fabrikstr. 1-4, 73002, G&ouml;ppingen, Germany","<Point><coordinates>9.56654,48.71245</coordinates></Point>"
7068,LK 7 TRADE EXPORT-IMPORT Kereskedelmi és Szolgáltató Kft.,,http://www.tech2select.com/comp-7068/,"Vágóhíd út 4-6., 3527, Miskolc, Hungary","<Point><coordinates>20.8041569,48.1088978</coordinates></Point>"
5395,"Akvahelp Company, s.r.o.",,http://www.tech2select.com/comp-5395/,"Protifasistickych bojovniku 1289/7, 73701, Cesky Tesin, Czech Republic","<Point><coordinates>18.6195788,49.7501873</coordinates></Point>"
6486,protechnik consulting s. r. o.,,http://www.tech2select.com/comp-6486/,"letiste , 56932, Stare Mesto 220, Czech Republic","<Point><coordinates>18.351237,49.6602181</coordinates></Point>"
2525,Altena & Neukirchen Werkzeugfabrik,,http://www.tech2select.com/altena-und-neukirchen-werkzeugfabrik/,"Vieringhausen 5 a, 42857, Remscheid, Germany","<Point><coordinates>7.1694072,51.1793451</coordinates></Point>"
2626,bar GmbH,,http://www.tech2select.com/bar-gmbh/,"Auf der Hohl , 53547, Dattenberg, Germany","<Point><coordinates>7.2997599,50.5570739</coordinates></Point>"
2531,Aluminium- u. Metall- Gie&szlig;erei Pfefferkorn,,http://www.tech2select.com/aluminium--u-metall--giesserei-pfefferkorn/,"Siemensstr. 7, 86899, Landsberg, Germany","<Point><coordinates>10.8521161,48.0623893</coordinates></Point>"
6100,"Kovotechnika, s.r.o.",,http://www.tech2select.com/comp-6100/,"Zdrahalova 263/16, 61300, Brno-sever - Cerna Pole, Czech Republic","<Point><coordinates>16.6211377,49.2093727</coordinates></Point>"
9666,ALFA CRANKSHAFT,,http://www.tech2select.com/comp-9666/,"Keresteciler Sanayi Sitesi, 4.Cd No:6 , 06980, ANKARA, Turkey","<Point><coordinates>32.6227875,40.0453938</coordinates></Point>"
1188,BRP - Rotax GmbH & CO. KG,,http://www.tech2select.com/brp---rotax-gmbh-und-co-kg/,"Welser Stra&szlig;e 32, 4623, Gunskirchen, Austria","<Point><coordinates>13.9490359,48.1355968</coordinates></Point>"
6751,"Tirad, s.r.o.",,http://www.tech2select.com/comp-6751/,"cp. 62, 67526, Zeletava - Sasovice, Czech Republic","<Point><coordinates>15.6938983,49.1283851</coordinates></Point>"
3059,Eckerle GmbH,,http://www.tech2select.com/eckerle-gmbh/,"Millingser Weg 67, 59494, Soest, Germany","<Point><coordinates>8.105754,51.5711476</coordinates></Point>"
5557,"BP Mont, s.r.o.",,http://www.tech2select.com/comp-5557/,"Za viaduktem 1508/4, 17000, Praha 7 - Holesovice, Czech Republic","<Point><coordinates>14.4413716,50.098909</coordinates></Point>"
1432,Hangler Fahrzeugbau Gesellschaft m.b.H.,,http://www.tech2select.com/hangler-fahrzeugbau-gesellschaft-mbh/,"Pramet 20, 4925, Pramet, Austria","<Point><coordinates>13.4846483,48.1420713</coordinates></Point>"
3499,ARRK Hungary Kft.,,http://www.tech2select.com/comp-3499/,"Vasgyári ut 43, 3540, Miskolc, Hungary","<Point><coordinates>20.7316606,48.0944381</coordinates></Point>"
7294,TRANZIT-COOP Kereskedelmi és Szolgáltató Kft.,,http://www.tech2select.com/comp-7294/,"Testvérvárosok útja 24. fszt., 3529, Miskolc, Hungary","<Point><coordinates>20.7799362,48.0881966</coordinates></Point>"
1346,FH JOANNEUM Gesellschaft m.b.H.,,http://www.tech2select.com/fh-joanneum-gesellschaft-mbh/,"Alte Poststra&szlig;e 149, 8020, Graz, Austria","<Point><coordinates>15.4097338,47.0691939</coordinates></Point>"
6721,"Technometal, s.r.o.",,http://www.tech2select.com/comp-6721/," , 26712, Lodenice u Berouna, Czech Republic","<Point><coordinates>14.1624417,50.0007151</coordinates></Point>"
3756,ACO MAGYARORSZÁG Épitoelemaket Forgalmazó BT.,,http://www.tech2select.at/comp-3756/,"Jászberényi út 38-72, 1106, Budapest, Hungary","<Point><coordinates>19.1517508,47.4902543</coordinates></Point>"
7764,Sgardelli Stahl- und Aluminiumbau GmbH,,http://www.tech2select.com/sgardelli-stahl--und-aluminiumbau-gmbh/,"Viktor-Kaplan-Str. 49, 8720, Knittelfeld, Austria","<Point><coordinates>14.807278,47.211604</coordinates></Point>"
1880,Druckgu&szlig; Heidenau GmbH,,http://www.tech2select.com/druckguss-heidenau-gmbh/,"M&uuml;glitztalstra&szlig;e 43, 01809, Dohna, Germany","<Point><coordinates>13.85421,50.96601</coordinates></Point>"
1500,Trompetter Guss GmbH,,http://www.tech2select.co.uk/trompetter-guss-gmbh/,"St. Georgenstra&szlig;e 14, 95463, Bindlach, Germany","<Point><coordinates>11.6046513,49.975941</coordinates></Point>"
1126,AT Automaterial Gesellschaft m.b.H.,,http://www.tech2select.com/at-automaterial-gesellschaft-mbh/,"Grafenweg 33, 6971, Hard, Austria","<Point><coordinates>9.6765585,47.4714148</coordinates></Point>"
9394,Weber Edelstahlverarbeitung GmbH,,http://www.tech2select.at/weber-edelstahlverarbeitung-gmbh/,"Weinbergweg 37, 38106, Braunschweig, Germany","<Point><coordinates>10.5251648,52.2822038</coordinates></Point>"
8582,Elitex slévarna a.s.,,http://www.tech2select.co.uk/comp-8582/,"Vrchlického 323, 517 21, Týniste nad Orlicí, Czech Republic","<Point><coordinates>16.0639896,50.1600748</coordinates></Point>"
2934,Drahtwerk und Stahlhandel Finsterwalde GmbH,,http://www.tech2select.com/drahtwerk-und-stahlhandel-finsterwalde-gmbh/,"Grenzstr. 45, 03238, Finsterwalde, Germany","<Point><coordinates>13.73034,51.63036</coordinates></Point>"
7185,Polgári K&ouml;nnyûszerkezet Építõ Kft.,,http://www.tech2select.com/comp-7185/,"Hõs&ouml;k útja 104., 4090, Polgár, Hungary","<Point><coordinates>21.1262685,47.8652732</coordinates></Point>"
2458,Adam Ruppel Asbach GmbH Me&szlig;werkzeugfabrik,,http://www.tech2select.com/adam-ruppel-asbach-gmbh-messwerkzeugfabrik/,"Bachstr. 2, 64396, Modautal, Germany","<Point><coordinates>8.7676743,49.7754836</coordinates></Point>"
1304,Kemptener Eisengie&szlig;erei AG,,http://www.tech2select.com/kemptener-eisengiesserei-ag/,"Im Allmey 4 1/2, 87435, Kempten, Germany","<Point><coordinates>10.28944,47.71144</coordinates></Point>"
8404,CASTALIA Srl,,http://www.tech2select.com/comp-8404/?setWindowname=1&ShowSupplierInfo=1,"VIA Giordano Bruno, 13, 33050, Rivignano UD, Italy","<Point><coordinates>13.058241,45.882865</coordinates></Point>"
7237,Stahlko-Material GmbH,,http://www.tech2select.com/comp-7237/,"K&ouml;zponti u. 1-15, 1211, Budapest, Hungary","<Point><coordinates>19.0616679,47.4336598</coordinates></Point>"
